 2 1
    1.00   1.00    
     0.100000      241.635      4.04592     0.575293
     0.290000      257.553      4.75499      1.43276
     0.690000      265.741      4.95160      2.77575
      1.42000      256.212      5.00112      4.94113
      2.61100      242.500      4.94491      6.95511
      4.40700      231.306      4.87228      7.16800
      6.95000      221.751      4.81090      6.90358
      10.3700      217.757      4.75914      6.22179
      14.8100      215.891      4.71152      5.70719
      20.4000      215.202      4.68031      5.39046
      27.2600      215.201      4.61695      4.82652
      35.5100      215.201      4.54087      4.14020
      45.2900      215.199      4.50136      3.53454
      56.7300      215.171      4.50034      2.68075
      69.9700      215.513      4.50210      1.94825
      85.1800      216.167      4.49697      1.42424
      102.050      216.743      4.60937      1.07891
      122.040      217.311      4.72335     0.870796
      143.840      217.842      4.82316     0.779732
      167.950      218.316      5.16104     0.659746
      194.360      218.854      6.38072     0.486936
      222.940      219.170      10.8692     0.349614
      253.710      219.472      27.4611     0.244970
      286.600      223.729      47.7311     0.176735
      321.500      228.675      74.7572     0.127260
      358.280      232.950      125.769    0.0973042
      396.810      237.195      216.721    0.0807916
      436.950      241.257      379.624    0.0655626
      478.540      245.154      587.607    0.0553053
      521.460      248.890      779.569    0.0487958
      565.540      252.405      998.084    0.0412271
      610.600      255.896      1299.76    0.0354573
      656.430      259.381      1720.00    0.0331607
      702.730      262.144      2168.88    0.0316636
      749.120      263.933      2528.29    0.0297419
      795.090      265.370      2821.00    0.0283857
      839.950      266.835      3094.06    0.0279883
      882.800      268.239      3360.51    0.0279920
      922.460      269.474      3621.79    0.0279769
      957.440      270.503      3866.23    0.0278974
      985.880      271.311      4073.60    0.0278284
      1005.43      271.854      4220.17    0.0277933
      1013.25      272.070      4279.65    0.0277840
