 2 1
    1.00   1.00    
     0.100000      231.635      4.12008     0.639447
     0.290000      252.872      4.92203      1.33264
     0.690000      269.142      5.20624      2.72510
      1.42000      265.346      5.23190      5.08174
      2.61100      252.376      5.05860      7.01138
      4.40700      241.730      4.94159      7.83251
      6.95000      232.520      4.85798      7.61789
      10.3700      227.413      4.76761      6.85889
      14.8100      225.093      4.63791      6.09873
      20.4000      222.998      4.52965      5.57377
      27.2600      221.165      4.37032      4.90937
      35.5100      219.444      4.18046      4.09623
      45.2900      217.888      3.99669      3.18304 
      56.7300      216.647      3.89034      2.49272
      69.9700      216.718      3.82810      1.79687
      85.1800      216.697      3.85638      1.27884
      102.050      216.701      3.90136     0.894568
      122.040      216.701      5.03970     0.642060
      143.840      216.694      6.16824     0.490098
      167.950      216.720      11.4187     0.377517
      194.360      216.690      19.1913     0.308549
      222.940      216.482      33.5092     0.226650
      253.710      221.171      57.4571     0.149429
      286.600      226.731      104.299     0.109116
      321.500      231.547      206.693    0.0804815
      358.280      236.427      374.574    0.0590528
      396.810      241.075      517.303    0.0519773
      436.950      245.536      702.286    0.0458820
      478.540      249.835      966.805    0.0405801
      521.460      253.959      1252.90    0.0384802
      565.540      257.916      1618.72    0.0363139
      610.600      261.712      2091.12    0.0340682
      656.430      265.345      2613.03    0.0332325
      702.730      268.812      3203.29    0.0331802
      749.120      272.104      3904.66    0.0330332
      795.090      275.206      4632.37    0.0323680
      839.950      278.094      5276.51    0.0311295
      882.800      280.738      5853.22    0.0297832
      922.460      283.098      6403.60    0.0286691
      957.440      285.114      6914.22    0.0278203
      985.880      286.711      7338.82    0.0271840
      1005.43      287.788      7631.86    0.0267617
      1013.25      288.214      7748.73    0.0265947
